Date,Conservative,Moderate,Aggressive
2023-03-31,-0.0021511752624638137,-0.005109613826253008,-0.008068052390042199
2023-04-30,0.029277713281876526,0.036795570899534114,0.0443134285171917
2023-05-31,0.0019123448010628776,0.0003084129251159152,-0.0012955189508310472
2023-06-30,0.007116522779428105,0.007247316896269553,0.007378111013110999
2023-07-31,0.10126416462312596,0.13277750602120006,0.1642908474192741
2023-08-31,-0.032656237433442634,-0.04578303005422477,-0.0589098226750069
2023-09-30,0.021936853321669645,0.027007757619258273,0.0320786619168469
2023-10-31,0.08041566378869906,0.10497950490863084,0.1295433460285626
2023-11-30,0.10471955137766593,0.1373846883605867,0.1700498253435074
2023-12-31,0.024626157367643786,0.03059349634722379,0.0365608353268038
2024-01-31,0.0008798040057689659,-0.0010683081352759673,-0.0030164202763209
2024-02-29,0.03074979564097676,0.03875834737833443,0.046766899115692095
2024-03-31,0.028116655659936388,0.03524749407028059,0.0423783324806248
2024-04-30,0.04234437940834154,0.05421779240148747,0.0660912053946334
2024-05-31,0.045976511108550326,0.05906063466843252,0.0721447582283147
2024-06-30,0.025852172078574983,0.03222818262846539,0.0386041931783558
2024-07-31,0.0011470299148842258,-0.0007120069231222872,-0.0025710437611288
2024-08-31,0.010098230151631886,0.011222926725874596,0.012347623300117301
2024-09-30,0.025630952776325846,0.03193322355879987,0.0382354943412739
2024-10-31,0.06386377913646789,0.0829103253723226,0.1019568716081773
2024-11-30,0.08949010472667931,0.1170787594926045,0.1446674142585297
2024-12-31,0.08742625102233302,0.11432695455347612,0.1412276580846192
