Date,Close,Price_Return,Dividend_Yield_Monthly,Total_Return,TR_Index,Price_Index
2012-06-30,13801.41,0.0010727792598910213,0.005833333333333334,0.00691237047224047,169.9281990061503,143.55249896247113
2012-07-31,14577.0,0.05619643210367631,0.005833333333333334,0.06235757795761443,180.52450992287334,151.61963722372872
2012-08-31,15391.58,0.05588118268505182,0.005833333333333334,0.062040489584048064,191.72433890040872,160.09232187006918
2012-09-30,15444.82,0.0034590340952651566,0.005833333333333334,0.009312545127487581,193.5097804584565,160.64608666980794
2012-10-31,15910.11,0.03012595808821339,0.005833333333333334,0.036135026177061436,200.50226144084021,165.48570394385806
2012-11-30,16573.86,0.041718756187103745,0.005833333333333334,0.04779544893152865,210.0853570381919,172.38956167914313
2012-12-31,16905.33,0.01999956558098126,0.005833333333333334,0.02594956304687024,215.5369802558787,175.83727802342176
2013-01-31,17242.74,0.019958794060808138,0.005833333333333334,0.025908553692829628,221.1212316816285,179.3467780437043
2013-02-28,18173.67,0.05398967913452246,0.005833333333333334,0.06013795226280716,234.4190097567914,189.02965304409432
2013-03-31,18043.31,-0.007173014586486781,0.005833333333333334,-0.0013815238382413053,234.09515430667545,187.67374058553048
2013-04-30,18982.42,0.05204754560000335,0.005833333333333334,0.05818448961600331,247.7158613815889,197.4416981565791
2013-05-31,21823.05,0.14964530339124305,0.005833333333333334,0.15635156766102543,286.4466246431016,226.9879209793026
2013-06-30,21005.69,-0.037453976414845824,0.005833333333333334,-0.03183912461059912,277.3264148668043,218.48632074048894
2013-07-31,23312.77,0.10983119335760949,0.005833333333333334,0.11630520865219562,309.58092141265337,242.48293407973028
2013-08-31,22160.85,-0.04941154568933692,0.005833333333333334,-0.04386644637252468,296.0007065255485,230.5014775035652
2013-09-30,21832.68,-0.014808547506074854,0.005833333333333334,-0.009061597366526897,293.3184673028065,227.0880854237332
2013-10-31,22775.85,0.04319991865405437,0.005833333333333334,0.049285251512869666,307.77474173719474,236.89827224134342
2013-11-30,24302.19,0.06701572059879224,0.005833333333333334,0.07323997896895196,330.3161573492015,252.77418066420591
2013-12-31,25261.14,0.03945940674482418,0.005833333333333334,0.04552291995083557,345.35311333867685,262.7484998736245
2014-01-31,26784.34,0.06029814964803659,0.005833333333333334,0.06648322218765013,368.3133011059688,278.5917482388014
2014-02-28,25783.28,-0.03737482424431593,0.005833333333333334,-0.03175951071907446,356.6158508715161,268.1794306124595
2014-03-31,27159.91,0.05339235349420246,0.005833333333333334,0.059537142222918726,377.8477395038007,282.49816157159387
2014-04-30,28912.98,0.06454623745071308,0.005833333333333334,0.07075609050250886,404.5827683563,300.7323549877839
2014-05-31,29737.69,0.028523867135106684,0.005833333333333334,0.03452358969339486,418.55041784805076,309.31040472468317
2014-06-30,29652.53,-0.002863705956985929,0.005833333333333334,0.0029529224249316144,419.7863647628788,308.4246306761154
2014-07-31,30314.07,0.022309732086941647,0.005833333333333334,0.028273205524115497,431.655070930041,315.30550155551344
2014-08-31,28567.74,-0.057607902864907246,0.005833333333333334,-0.05211061563161923,409.16125944336625,297.1414128491325
2014-09-30,29726.39,0.04055798603599725,0.005833333333333334,0.046627907621207276,428.23959285086835,309.1928701221841
2014-10-31,30376.53,0.02187080234095018,0.005833333333333334,0.027831715354605713,440.15823530266596,315.9551662698575
2014-11-30,31197.98,0.02704225927056192,0.005833333333333334,0.0330333391163069,454.69813155425413,324.4993077940005
2014-12-31,32131.28,0.029915398368740576,0.005833333333333334,0.03592323819255827,471.03236083978874,334.20683385703865
2015-01-31,34443.87,0.07197316758000305,0.005833333333333334,0.07822634439088638,507.87950051809435,358.2607583166135
2015-02-28,33632.19,-0.023565296234133948,0.005833333333333334,-0.017869427128832993,498.80398479335815,349.818237417817
2015-03-31,30233.87,-0.10104367274328563,0.005833333333333334,-0.0957997608342881,451.0186823469645,314.4713179165381
2015-04-30,33729.96,0.1156348823356057,0.005833333333333334,0.12214275248256334,506.1073456298817,350.83517176173984
2015-05-31,33056.79,-0.01995762817388458,0.005833333333333334,-0.014240714338232263,498.90001549628556,343.83333385339813
2015-06-30,34398.86,0.04059892082685579,0.005833333333333334,0.046669081198345896,522.1832208293378,357.79259615214613
2015-07-31,35741.52,0.03903210745937491,0.005833333333333334,0.045093128086221235,545.7300956906706,371.75799521332544
2015-08-31,34726.51,-0.028398624345019274,0.005833333333333334,-0.022730949653698485,533.325132361018,361.2005795600047
2015-09-30,32287.41,-0.07023740652314336,0.005833333333333334,-0.06481379139452836,498.75830848671166,335.83078761705366
2015-10-31,34261.6,0.06114426644936821,0.005833333333333334,0.06733427467032294,532.3418374244616,356.36491477701196
2015-11-30,32255.2,-0.058561188035584966,0.005833333333333334,-0.05306946163245918,504.0907427079113,335.4957619934702
2015-12-31,32816.31,0.017395954760782706,0.005833333333333334,0.023330764496887202,515.8515651110906,341.3320310915429
2016-01-31,31298.6,-0.04624864891878455,0.005833333333333334,-0.04068509937081077,494.8640929239576,325.54588582085444
2016-02-29,31369.51,0.0022655965442544,0.005833333333333334,0.008112145857429143,498.8785026253611,326.28344145476643
2016-03-31,33139.0,0.05640795791837361,0.005833333333333334,0.06257033767289744,530.0934989923793,344.688424089809
2016-04-30,34719.29,0.04768671353993792,0.005833333333333334,0.05379821936892082,558.6115853372102,361.12548222991234
2016-05-31,36061.56,0.03866064081379528,0.005833333333333334,0.04471949455187585,583.5924130843123,375.0868247871116
2016-06-30,37783.54,0.04775112335683773,0.005833333333333334,0.0538630049097526,615.0264540955669,392.9976420270456
2016-07-31,39505.28,0.045568520048677286,0.005833333333333334,0.05166766974896131,646.8034378126514,410.9059629568379
2016-08-31,39809.58,0.007702767832553192,0.005833333333333334,0.013581033978243173,655.5876972788295,414.0710761905061
2016-09-30,40541.81,0.01839331135872313,0.005833333333333334,0.024333939008315708,671.5407283190148,421.68721441951965
2016-10-31,39893.84,-0.015982759526523393,0.005833333333333334,-0.010242658957094752,664.662365663044,414.9474890760429
2016-11-30,42622.37,0.06839476971883385,0.005833333333333334,0.0746270725421938,714.2641722414462,443.32772703680723
2016-12-31,47806.97,0.12164034989138339,0.005833333333333334,0.12818325193241642,805.8208765781703,497.25426687011617
2017-01-31,48757.67,0.01988622161161846,0.005833333333333334,0.02583555790435299,826.6397084955422,507.1427754184182
2017-02-28,48534.23,-0.004582663609643212,0.005833333333333334,0.0012239375193006108,827.6514638497137,504.8187106766147
2017-03-31,48155.93,-0.007794498851635301,0.005833333333333334,-0.0020066334282697884,825.9906707553964,500.88390181596185
2017-04-30,49300.9,0.023776303354540174,0.005833333333333334,0.029748331790774962,850.5625152851128,512.793069410944
2017-05-31,50591.57,0.02617944094326874,0.005833333333333334,0.03216548768210448,877.9212733933759,526.2177052877053
2017-06-30,46565.29,-0.07958400974707835,0.005833333333333334,-0.07421491647060297,812.7664194207211,484.3391903010033
2017-07-31,46010.45,-0.01191531288648695,0.005833333333333334,-0.006151485544991453,807.7666985402001,478.5681373053792
2017-08-31,41206.99,-0.10439932667470109,0.005833333333333334,-0.09917498941363678,727.6564447637874,428.6059460027316
2017-09-30,42409.27,0.02917660328987881,0.005833333333333334,0.03518013347573645,753.2554956150573,441.1112116569366
2017-10-31,39617.19,-0.0658365494147859,0.005833333333333334,-0.060387262619705506,707.7684581816144,412.06997157326856
2017-11-30,40010.36,0.009924227336668645,0.005833333333333334,0.015815451996132657,718.9621362563626,416.1594476497763
2017-12-31,40471.48,0.011525015021109697,0.005833333333333334,0.017425577608732867,731.4904667594382,420.95569153511667
2018-01-31,44049.05,0.0883973108964633,0.005833333333333334,0.09474629521002598,800.7964784663477,458.16704267338207
2018-02-28,43239.44,-0.01837973804202364,0.005833333333333334,-0.01265361984726876,790.6635042528029,449.74605244955666
2018-03-31,45560.3,0.053674608181789596,0.005833333333333334,0.05982104339618344,837.9618200524883,473.88599559609315
2018-04-30,45488.86,-0.0015680318171742424,0.005833333333333334,0.0042561546638921754,841.5283151610682,473.1429272772852
2018-05-31,42846.64,-0.05808499047898763,0.005833333333333334,-0.052590486256781754,797.2719318678974,445.66042485118373
2018-06-30,41910.9,-0.021839285414212095,0.005833333333333334,-0.016133347912461682,784.4092664102321,435.92751963503974
2018-07-31,42712.43,0.01912461913249297,0.005833333333333334,0.025069512744099187,804.0740245110931,444.26446741743223
2018-08-31,41742.24,-0.02271446508662711,0.005833333333333334,-0.017013632799632417,790.3938043143387,434.17323768304993
2018-09-30,40998.59,-0.017815287344426167,0.005833333333333334,-0.012085876520602001,780.8412023927467,426.4383166964666
2018-10-31,41649.36,0.015872984900212606,0.005833333333333334,0.02179891064546391,797.8626899920027,433.20716565826166
2018-11-30,40496.03,-0.0276914219090042,0.005833333333333334,-0.02201962187014006,780.2940552540861,421.2110432600149
2018-12-31,37066.67,-0.0846838566644681,0.005833333333333334,-0.07934451249501084,718.3820038371955,385.5412676470927
2019-01-31,40799.52,0.10070637583575759,0.005833333333333334,0.10712716302813297,795.3402298787396,424.36773144695525
2019-02-28,39054.6,-0.042768150213531864,0.005833333333333334,-0.03718429775644416,765.7660619532498,406.2183085626561
2019-03-31,38649.34,-0.010376754594849324,0.005833333333333334,-0.004603952329985894,762.240511508096,402.00308086276664
2019-04-30,36784.44,-0.04825179420916359,0.005833333333333334,-0.04269992967538372,729.6928952709718,382.60571093352667
2019-05-31,35974.79,-0.02201066537916574,0.005833333333333334,-0.016305727593877495,717.7947216934956,374.184304658011
2019-06-30,33901.58,-0.05762952334120641,0.005833333333333334,-0.052132362227363394,680.3743872572808,352.62024153880907
2019-07-31,31938.48,-0.0579058557152794,0.005833333333333334,-0.05241030654028522,644.7157570589679,332.2014647099758
2019-08-31,29672.12,-0.07096017092861029,0.005833333333333334,-0.06554077192569385,602.4605886686651,308.6283919914212
2019-09-30,32078.85,0.08111082052782215,0.005833333333333334,0.08741730031423445,655.1260668758042,333.6614941040277
2019-10-31,34203.68,0.06623772360916935,0.005833333333333334,0.07245744366355611,702.5948269589849,355.7624719295128
2019-11-30,39287.65,0.14863809976002584,0.005833333333333334,0.15533848867529265,811.7348455298722,408.64232972304507
2019-12-31,40735.08,0.03684185742847945,0.005833333333333334,0.04289010159681217,846.5502355243211,423.6974721739432
2020-01-31,41630.94,0.021992346645692162,0.005833333333333334,0.027953968667792095,870.2146742838801,433.01557385489605
2020-02-29,37983.62,-0.0876108010052139,0.005833333333333334,-0.08228853067774433,798.6059873628477,395.0787325817362
2020-03-31,29231.63,-0.23041484724204808,0.005833333333333334,-0.22592560051762667,618.1804500909242,304.0467267653335
2020-04-30,34111.64,0.16694279450034077,0.005833333333333334,0.17374996080159288,725.5892790625333,354.8051369902198
2020-05-31,33931.23,-0.005288810505739261,0.005833333333333334,0.000513671432977203,725.9619935472622,352.9286398542157
2020-06-30,34421.92,0.01446130894753872,0.005833333333333334,0.020378999916399465,740.756372953071,358.0324499515821
2020-07-31,39258.44,0.14050697927367217,0.005833333333333334,0.14715993665276872,849.7660338719797,408.33850797623114
2020-08-31,41110.93,0.04718705073354923,0.005833333333333334,0.053295641862828314,895.0548600804167,427.6067978685673
2020-09-30,40571.48,-0.013121814563669454,0.005833333333333334,-0.007365025148624138,888.4627585265262,421.9958207607715
2020-10-31,39888.0,-0.016846316673683193,0.005833333333333334,-0.01111125352094633,878.5908235726187,414.8867455292647
2020-11-30,41068.82,0.029603389490573617,0.005833333333333334,0.03560940926260203,909.8769237835827,427.1687994516441
2020-12-31,43755.38,0.06541605042462861,0.005833333333333334,0.07163097738543889,975.0522971346571,455.11249517640084
2021-01-31,46385.54,0.06011055097681717,0.005833333333333334,0.06629452919084855,1039.6929301096545,482.4695580178884
2021-02-28,45865.02,-0.01122160052464638,0.005833333333333334,-0.005453726527706815,1034.0227291960464,477.0554773725089
2021-03-31,44587.85,-0.027846275876474036,0.005833333333333334,-0.02217537915242007,1011.0928831239038,463.771258941211
2021-04-30,44262.35,-0.007300195008281385,0.005833333333333334,-0.001509446145829707,1009.5666928683964,460.385638311704
2021-05-31,47896.34,0.08210115368930926,0.005833333333333334,0.08841341041916362,1098.8259272304877,498.1838303590839
2021-06-30,47356.02,-0.011281028988853858,0.005833333333333334,-0.0055135016579555,1092.767548658898,492.56380412702487
2021-07-31,47055.29,-0.006350406980991985,0.005833333333333334,-0.000554117688381095,1092.1620268308973,489.4358235067126
2021-08-31,47419.74,0.007745144063504794,0.005833333333333334,0.013623657403875278,1107.0412681139635,493.22657446961216
2021-09-30,44899.6,-0.0531453778531894,0.005833333333333334,-0.047622059223999647,1054.3216832804287,467.0138618021904
2021-10-31,46218.93,0.02938400342096603,0.005833333333333334,0.03538874344092169,1091.6328028342405,480.7365987150245
2021-11-30,45072.38,-0.02480693516704091,0.005833333333333334,-0.01911830895551525,1070.7626296436804,468.8109970782771
2021-12-31,44596.07,-0.010567669157918846,0.005833333333333334,-0.0047959805613400075,1065.6272728861,463.8567575635599
2022-01-31,45374.68,0.017459161760218,0.005833333333333334,0.023394340203819253,1090.5569198384655,471.95530772743234
2022-02-28,44461.01,-0.02013611996822895,0.005833333333333334,-0.014420247334710257,1074.830819321815,462.4519590313904
2022-03-31,44928.83,0.010522028177047726,0.005833333333333334,0.016416740008080577,1092.4760374352936,467.31789157484957
2022-04-30,45249.41,0.007135284849393964,0.005833333333333334,0.013010240677682194,1106.6894136169274,470.6523378464543
2022-05-31,43078.14,-0.04798449305747865,0.005833333333333334,-0.04243106926698059,1059.7313984507134,448.068324008575
2022-06-30,41540.83,-0.035686545426520166,0.005833333333333334,-0.030061383608174896,1027.8744063602587,432.0783134096582
2022-07-31,40150.36,-0.03347236923287289,0.005833333333333334,-0.027834291386731325,999.2642506246639,417.61562856569316
2022-08-31,42351.15,0.05481370528184559,0.005833333333333334,0.06096678522932297,1060.1861795798382,440.5066885509858
2022-09-30,41128.67,-0.028865331874105005,0.005833333333333334,-0.023200379643370628,1035.5894577209313,427.7913167931986
2022-10-31,41264.66,0.0033064526521282556,0.005833333333333334,0.009159073625932379,1045.0744978104365,429.2057885271668
2022-11-30,42348.63,0.0262687248604494,0.005833333333333334,0.03225529242213532,1078.7836813402284,440.4804772944992
2022-12-31,40420.45,-0.0455311069094797,0.005833333333333334,-0.03996337169978492,1035.6718480991665,420.4249135912647
2023-01-31,40673.06,0.006249559319601916,0.005833333333333334,0.012119348415633002,1048.223516070543,423.05238402819185
2023-02-28,40510.37,-0.003999944926690868,0.005833333333333334,0.0018100553945701314,1050.1208587005217,421.36019779097376
2023-03-31,40000.83,-0.012578013975187097,0.005833333333333334,-0.006818052390042295,1042.9610796700254,416.06032333457136
2023-04-30,41580.85,0.039499680381632096,0.005833333333333334,0.04556342851719175,1090.4819622697837,432.4945731257654
2023-05-31,41337.82,-0.005844757863295191,0.005833333333333334,-4.551895083104718e-05,1090.432324674961,429.9667470686561
2023-06-30,41452.68,0.0027785693585196114,0.005833333333333334,0.008628111013111006,1099.8406958245412,431.16143949724346
2023-07-31,48034.59,0.15878128989488727,0.005833333333333334,0.1655408474192741,1281.9092566375398,499.6218090135522
2023-08-31,45002.41,-0.06312492726595553,0.005833333333333334,-0.05765982267500691,1207.9945962143693,468.0832186590866
2023-09-30,46232.59,0.027335869345663788,0.005833333333333334,0.03332866191684691,1248.2554397089762,480.87868036724916
2023-10-31,51976.31,0.12423530673925032,0.005833333333333334,0.13079334602856263,1411.5189453668677,540.6207907270403
2023-11-30,60526.77,0.16450686860994934,0.005833333333333334,0.1712998253435074,1653.3118941772639,629.5566241149804
2023-12-31,62451.04,0.03179204837793259,0.005833333333333334,0.03781083532680385,1715.8249979518466,649.5715187654918
2024-01-31,61979.18,-0.0075556788165577204,0.005833333333333334,-0.0017664202763209014,1712.7941298848461,644.6635650013161
2024-02-29,64578.52,0.04193892207028216,0.005833333333333334,0.04801689911569218,1795.0371928254767,671.7000600154565
2024-03-31,67005.11,0.03757580694014062,0.005833333333333334,0.04362833248062481,1873.351672289154,696.9397317922782
2024-04-30,71102.55,0.06115115697892293,0.005833333333333334,0.0673412053946334,1999.5054320291579,739.5584027359563
2024-05-31,75878.48,0.06716960221539159,0.005833333333333334,0.07339475822831476,2146.2586497891402,789.2342464627808
2024-06-30,78444.96,0.03382355576969931,0.005833333333333334,0.03985419317835581,2231.7960566285537,815.9289550133714
2024-07-31,77886.99,-0.007112885263756974,0.005833333333333334,-0.0013210437611288484,2228.8477563718325,810.1253459729842
2024-08-31,78488.22,0.007719260944607065,0.005833333333333334,0.013597623300117379,2259.154788556288,816.3789149163897
2024-09-30,81114.2,0.033456995202592044,0.005833333333333334,0.03948549434127391,2348.3586321758894,843.6925003562446
2024-10-31,88966.77,0.09680882015725989,0.005833333333333334,0.10320687160817732,2590.725380016821,925.3693758912613
2024-11-30,101357.32,0.1392716628916617,0.005833333333333334,0.14591741425852978,2968.7573285228227,1054.2471076606564
2024-12-31,115126.9,0.1358518555936561,0.005833333333333334,0.1424776580846192,3391.738920112305,1197.4685334906014
