Date,Close,High,Low,Open,Volume
2021-09-10,173.11106872558594,174.32156926298413,173.03864629116498,173.80942227646437,7875
2021-09-13,176.949462890625,180.0222458881664,173.3179813115497,174.07324659874408,75500
2021-09-14,175.0159149169922,180.5379298525612,174.49770192116216,177.7462710941437,13875
2021-09-15,174.43641662597656,176.63184197148124,173.91263451296587,176.63184197148124,19500
2021-09-16,173.86248779296875,176.1359337343967,173.86248779296875,176.0802108739839,10750
2021-09-17,171.92340087890625,175.52301522058517,171.06529210112376,173.907083947249,8750
2021-09-20,171.06527709960938,171.06527709960938,169.950841103449,171.06527709960938,8375
2021-09-21,168.73052978515625,170.42446007718874,168.27918843939324,170.04555951162496,9000
2021-09-22,164.4343719482422,170.84235105861404,163.3199361777222,168.00054940903058,30125
2021-09-23,164.2616424560547,167.1647361978782,162.42839987999545,165.4930930871185,23000
2021-09-24,166.7691192626953,168.83638083983956,163.29208965736802,166.60195069888417,15375
2021-09-27,164.0220489501953,166.76912303887863,163.82144454347008,166.76912303887863,6125
2021-09-28,164.0220489501953,164.0220489501953,164.0220489501953,164.0220489501953,0
2021-09-29,160.95179748535156,164.37867364357206,158.8065152149764,164.37867364357206,11125
2021-09-30,161.59259033203125,163.2530953721866,161.5368674737923,161.5368674737923,5750
2021-10-01,164.9637451171875,165.18663655226734,161.65388382820183,161.65388382820183,16250
2021-10-04,167.22047424316406,168.27918731111637,164.38424129177162,164.38424129177162,7625
2021-10-05,169.00914001464844,169.86725933112214,167.72197698201157,169.28217459732898,8500
2021-10-06,167.3931884765625,168.83637100293765,167.16472797441241,167.72194585993654,13500
2021-10-07,167.37648010253906,169.93966764284286,167.19259361977018,169.93966764284286,4625
2021-10-08,166.57968139648438,168.83082969600937,164.3786762318014,165.63241402358594,8000
2021-10-11,164.41766357421875,167.16473759880793,163.54840617348552,164.9915994109987,24875
2021-10-12,164.37869262695312,164.37869262695312,161.73191494209556,162.20555398981006,2375
2021-10-13,164.37869262695312,167.16477216300316,164.3731235287594,164.3731235287594,37000
2021-10-14,175.56198120117188,176.70427316126913,163.26422446547127,164.65726395964097,96250
2021-10-15,173.9906768798828,181.09517788675302,173.01554262212386,173.9070872630146,64875
2021-10-18,172.7368927001953,175.5229716147146,172.29112049899413,174.01848645014275,25625
2021-10-19,172.7368927001953,172.7368927001953,172.7368927001953,172.7368927001953,0
2021-10-20,178.47621154785156,180.4320486724382,172.73689568666458,172.73689568666458,44375
2021-10-21,182.46031188964844,183.88121816352813,176.14149086637897,178.3090600373606,103125
2021-10-22,183.75306701660156,184.43842733870977,180.4822001305894,180.4822001305894,25750
2021-10-25,183.75306701660156,183.8812200228972,181.0951409316412,181.93097316145662,6375
2021-10-26,180.0364532470703,181.87525454445037,179.98071975727493,181.6523630974654,8125
2021-10-27,181.65235900878906,182.20401851607465,180.00858245049477,180.1757404039219,1875
2021-10-28,183.6026153564453,186.11009077602125,182.2095758184694,182.2095758184694,38250
2021-10-29,183.65277099609375,183.88123153646688,181.65235962146448,183.60262786111605,72750
2021-11-01,184.01492309570312,185.55284403658564,182.76676523346546,182.7723343301941,65375
2021-11-02,181.6913604736328,184.43843473786498,181.65235553483922,182.77236056479703,47750
2021-11-03,181.2065887451172,183.25157405271486,181.10071212681348,181.12300977238678,4750
2021-11-04,180.23146057128906,181.10070737218018,179.74110368642192,181.10070737218018,4875
2021-11-05,181.0004425048828,183.04540674441716,180.53795230755844,183.04540674441716,5000
2021-11-08,180.76080322265625,182.20957624898833,180.5379330506868,181.0059922959674,9500
2021-11-09,177.04417419433594,181.09512892837242,176.6374069290469,180.5379216494924,56250
2021-11-10,176.67640686035156,178.3090449722082,176.21948585144014,178.3090449722082,28750
2021-11-11,175.74032592773438,178.86073209295415,175.46729131823204,176.31983099265165,9125
2021-11-12,175.52297973632812,175.52297973632812,173.90704878967344,175.52297973632812,5750
2021-11-15,175.0382080078125,176.08020313281946,173.8513419545404,173.8513419545404,2000
2021-11-16,177.25033569335938,177.47322710562912,176.08018766308578,177.47322710562912,6625
2021-11-17,175.52297973632812,176.6931278331072,174.43641060987665,176.6931278331072,15875
2021-11-18,175.52297973632812,177.19462291116915,175.3000883113903,175.52297973632812,1750
2021-11-19,175.57870483398438,175.57870483398438,175.52298197703857,175.52298197703857,875
2021-11-22,173.47244262695312,176.63743315604302,172.73691785645184,174.18568037835573,14875
2021-11-23,174.68716430664062,177.7518471112288,173.85134268975736,175.5174168261186,8625
2021-11-24,176.63185119628906,177.19463827659652,171.13770250611518,171.13770250611518,2750
2021-11-25,172.82608032226562,176.63185727443005,172.7369216158814,175.51743189889916,39000
2021-11-26,172.6421661376953,173.34983469330047,171.62245810183833,173.0154975689898,8875
2021-11-29,172.50286865234375,173.71202166871086,170.00654211953787,170.00654211953787,20625
2021-11-30,168.69151306152344,172.73689885426148,167.16474082670464,172.73689885426148,30125
2021-12-01,172.7368927001953,172.7368927001953,168.84195769364823,171.90107115144906,2375
2021-12-02,167.1090087890625,173.29410726077842,165.5655187195554,172.7313202661864,48000
2021-12-03,166.65211486816406,167.1647481576689,164.93588697450966,166.32892654249022,15625
2021-12-06,165.21450805664062,167.16476578305284,164.93590436488873,167.16476578305284,5125
2021-12-07,167.1647491455078,167.72196710160256,165.49310590527216,167.66624424318823,20875
2021-12-08,167.05328369140625,170.78662973968466,165.7716899834421,170.78662973968466,7125
2021-12-09,165.4931182861328,167.1034696910008,165.3816725609667,165.71599910841576,11125
2021-12-10,167.09791564941406,167.09791564941406,164.93591514980258,165.21451885977197,7500
2021-12-13,165.2256317138672,167.08116135172185,164.93587924223777,164.93587924223777,4000
2021-12-14,166.306640625,169.3936104613828,164.96374418077866,167.7219672199674,83625
2021-12-15,172.89849853515625,173.85134560989545,167.22047416555387,167.22047416555387,33875
2021-12-16,170.50247192382812,174.96019417968006,169.393605143097,172.89849099381843,16125
2021-12-17,168.20675659179688,168.45193506115743,167.72197937895962,167.80555835867486,2625
2021-12-20,168.83639526367188,168.83639526367188,168.05629648867108,168.27918792612772,1625
2021-12-21,170.2294158935547,170.2294158935547,168.05627776076682,168.83637644883478,2375
2021-12-22,168.85870361328125,168.86427271115608,168.83640596568324,168.85312388735707,1000
2021-12-23,169.9508514404297,171.0652875043738,168.27920797256348,168.30706409153962,6375
2021-12-24,169.9564208984375,170.0121437645577,169.9564208984375,170.0121437645577,250
2021-12-27,169.9564208984375,169.9564208984375,169.9564208984375,169.9564208984375,0
2021-12-28,173.00994873046875,173.29413213099477,169.95640399038388,169.95640399038388,3750
2021-12-29,178.22549438476562,179.39564257723978,172.76477093573936,173.85135077909976,14500
2021-12-30,173.85133361816406,179.39562486902486,173.85133361816406,179.39562486902486,2875
2021-12-31,174.9657745361328,177.7518537823389,172.85392808297203,172.85392808297203,126500
2022-01-03,177.75186157226562,178.30907957153656,177.71842572901656,177.71842572901656,1625
2022-01-04,178.30906677246094,180.25931368784586,177.75184881318728,177.75184881318728,29250
2022-01-05,180.71624755859375,180.98928214609552,178.30907940785622,178.58768309321127,16250
2022-01-06,181.34030151367188,181.8752324189209,178.35919785522563,178.364766952308,14375
2022-01-07,180.88897705078125,182.20957581195486,178.45394240804745,182.103699195463,15125
2022-01-10,181.3793182373047,182.77235781788136,179.98070955928372,182.06469983270438,15375
2022-01-11,181.37374877929688,181.37374877929688,179.98070920148953,181.09514511495482,2500
2022-01-12,181.02268981933594,183.88120952454315,179.99183296223129,182.20956641644818,20000
2022-01-13,181.2678680419922,182.93396340495747,179.08916065364775,179.08916065364775,8375
2022-01-14,182.20957946777344,183.881222695605,181.0951435638534,181.0951435638534,9125
2022-01-17,181.0951385498047,181.21772245718347,180.25930633098247,181.21772245718347,21000
2022-01-18,181.55763244628906,182.7110732799128,180.06428536965936,181.0951422933703,40125
2022-01-19,179.9862823486328,182.29316410372812,179.17274772703504,179.7021095804636,12375
2022-01-20,182.15945434570312,183.8756717784021,178.37038465139975,179.7299885112923,6000
2022-01-21,181.15086364746094,182.2095873673287,181.10628961034718,182.19844917207473,1500
2022-01-24,180.5936279296875,181.10069206336016,180.53791570607166,181.10069206336016,875
2022-01-25,181.0951385498047,182.76678173135286,180.67722244039356,180.67722244039356,8375
2022-01-26,180.57696533203125,181.09516778746274,178.30908828304024,181.09516778746274,10000
2022-01-27,181.98110961914062,182.07025768493796,180.5379269946033,181.08399609577958,7000
2022-01-28,180.08657836914062,181.09513762134935,179.98070175399874,180.54349941292494,14000
2022-01-31,183.84219360351562,183.88119853618667,182.2095555279856,182.76676277868793,9000
2022-02-01,189.0354766845703,192.12802641510572,183.65834277307252,183.65834277307252,146250
2022-02-02,190.36724853515625,193.3539218526906,190.01061369381802,191.12504974677555,148375
2022-02-03,189.47569274902344,190.9745877893103,188.89618773621297,190.01060246722668,187500
2022-02-04,190.874267578125,194.3289993934125,189.4533614158,189.4533614158,405000
2022-02-07,196.99252319335938,200.31910250095626,190.87429553570547,190.87429553570547,379000
2022-02-08,195.800048828125,197.25439082848806,192.79664766935127,197.25439082848806,40500
2022-02-09,200.01263427734375,201.96288127300494,195.58275716420184,195.58275716420184,294875
2022-02-10,197.71563720703125,202.33868337030907,197.71563720703125,200.62903207856888,19875
2022-02-11,196.44210815429688,198.872865414285,196.37815428459297,198.872865414285,6125
2022-02-14,193.55197143554688,195.38955255921454,193.06349966154295,195.38955255921454,10750
2022-02-15,191.90048217773438,194.22655750161292,190.15593677637466,194.22655750161292,48000
2022-02-16,190.0279998779297,191.9004751386298,188.99289218198388,191.9004751386298,13250
2022-02-17,189.57440185546875,191.8423352188474,189.295271936639,191.45852326179488,6750
2022-02-18,190.86537170410156,191.14450162628424,188.52767247025795,188.52767247025795,4000
2022-02-21,188.50440979003906,189.86516528100253,188.12059785849706,189.0801055042558,9375
2022-02-22,187.2483367919922,188.9928820357025,186.69588896129702,187.01572484400515,19500
2022-02-23,187.1320343017578,188.99288555410433,186.95758642906804,187.53909412676506,1500
2022-02-24,186.99246215820312,191.78416643366413,183.17772366623794,186.14344847931903,67750
2022-02-25,186.02716064453125,187.24835128287316,183.75924943388785,186.66682136790178,6000
2022-02-28,183.7592315673828,184.63150417193273,182.5961940336176,184.63150417193273,76500
2022-03-01,184.92227172851562,185.67243753746035,183.81739819017363,183.81739819017363,5000
2022-03-02,182.6020050048828,183.32308871553082,182.0146742700963,183.2358647830178,29625
2022-03-03,182.1426239013672,183.75923926425403,181.43317519084292,182.5962016817743,9500
2022-03-04,182.00302124023438,183.7592011928336,180.2701002598182,183.17768252207335,22500
2022-03-07,177.75216674804688,180.27594875170442,177.4381539226416,180.27594875170442,15875
2022-03-08,173.04188537597656,179.68861772326164,171.54738797010853,179.68861772326164,28125
2022-03-09,176.9729461669922,177.36255899710054,173.87345725753636,174.4491640912191,9250
2022-03-10,174.5712890625,177.36256612978383,172.47782571626257,175.51333869506755,110125
2022-03-11,171.582275390625,174.53056410672352,170.96586261553725,174.53056410672352,40250
2022-03-14,171.4718017578125,172.71043942621844,171.25664788590197,172.71043942621844,7500
2022-03-15,172.35568237304688,173.87343863888862,171.61133971310073,173.82692068875056,10125
2022-03-16,173.60595703125,175.61800826409444,172.35569552065107,174.44915871822107,39875
2022-03-17,172.91395568847656,174.443336015904,172.71042577624195,173.29193347317033,2500
2022-03-18,171.19847106933594,173.29192305381358,170.96585913131193,172.71041539184893,11125
2022-03-21,170.97169494628906,172.68135743624524,170.96588297449222,172.68135743624524,6125
2022-03-22,170.9658660888672,174.33866168663937,170.68092421727528,174.33866168663937,50500
2022-03-23,170.9658660888672,170.9658660888672,170.9658660888672,170.9658660888672,0
2022-03-24,170.8612060546875,171.54739581541395,170.6809351113408,171.54739581541395,6875
2022-03-25,171.5474090576172,173.29195454361715,171.54159708557478,173.14076562966633,15875
2022-03-28,171.5474090576172,171.5474090576172,170.96589019843395,170.96589019843395,4000
2022-03-29,172.88485717773438,174.45495442957187,170.96585312267098,172.71040932189507,100375
2022-03-30,172.71044921875,174.0188528059808,171.838165371863,172.18708334723775,9625
2022-03-31,175.4202880859375,175.61800602390562,172.7104232161691,172.7104232161691,27500
2022-04-01,175.98435974121094,178.44998871824686,173.87344956647908,173.87344956647908,23125
2022-04-04,170.58790588378906,175.98438862023193,170.38437594131005,172.12893256597997,11000
2022-04-05,170.68093872070312,173.86765168619945,170.45996178842933,173.86765168619945,23375
2022-04-06,171.1228790283203,171.6055388397449,170.38434829149466,170.97167904327253,38125
2022-04-07,170.6751251220703,171.54739780786832,169.22133361522395,171.54739780786832,21125
2022-04-08,171.43692016601562,171.5415911168857,168.63981998552714,169.80285766342638,29375
2022-04-11,177.72308349609375,178.52557914693134,173.2919215036841,174.44914702937086,61875
2022-04-12,174.19329833984375,177.94408309880637,173.61177951734933,177.94408309880637,55500
2022-04-13,175.25164794921875,175.618012891686,173.33846672775482,173.33846672775482,55875
2022-04-14,175.61801147460938,175.90876532778793,172.2045097735076,175.90876532778793,9500
2022-04-15,175.5249786376953,178.81636265506924,175.03650680099554,177.65332496540836,76125
2022-04-18,179.17689514160156,180.27014474480637,176.3507241303502,177.36256176505145,75750
2022-04-19,192.6099090576172,192.6099090576172,180.29919001155858,180.29919001155858,353000
2022-04-20,192.9006805419922,200.68135729295196,191.90046690136126,196.55259499568402,165750
2022-04-21,189.60928344726562,197.71563013931495,187.2483365097352,194.2265396571538,262375
2022-04-22,188.95799255371094,191.89465746391198,188.4113788642473,191.89465746391198,26250
2022-04-25,188.74282836914062,191.9004589342683,186.08529351201776,191.3131171111294,129000
2022-04-26,188.28343200683594,189.80701150708364,187.91126618062736,188.99289183003447,14375
2022-04-27,183.4219512939453,188.41718526086927,183.00907950760188,188.41137328966673,74250
2022-04-28,182.84625244140625,184.3407497893564,181.43316705508613,184.32330278450027,31375
2022-04-29,182.84625244140625,182.84625244140625,182.84625244140625,182.84625244140625,0
2022-05-02,182.84625244140625,182.84625244140625,182.84625244140625,182.84625244140625,0
2022-05-03,182.84625244140625,182.84625244140625,182.84625244140625,182.84625244140625,0
2022-05-04,182.84625244140625,182.84625244140625,182.84625244140625,182.84625244140625,0
2022-05-05,182.84625244140625,182.84625244140625,182.84625244140625,182.84625244140625,0
2022-05-06,184.34657287597656,185.06765663192047,182.88696944972918,182.88696944972918,46750
2022-05-09,179.86306762695312,184.34074764767905,177.36254472988418,184.34074764767905,73875
2022-05-10,180.57254028320312,182.5962156270459,179.6886325403364,182.5962156270459,40250
2022-05-11,177.93826293945312,180.73535182053766,176.78103731938876,179.514172331885,19250
2022-05-12,177.96731567382812,179.682789845327,176.78101922658627,177.36253796280656,98625
2022-05-13,178.76983642578125,180.27014588095966,178.3802124955881,179.6828150914038,132125
2022-05-16,178.135986328125,179.10711803779165,176.19953488073952,179.10711803779165,78750
2022-05-17,177.8335723876953,180.27013036844494,177.36254762056677,179.39785776239108,13875
